X,Y
0.0,6.490142459033698
0.40816326530612246,5.605615259751752
0.8163265306122449,8.983881940832688
1.2244897959183674,12.630314059019994
1.6326530612244898,8.379172528891216
2.0408163265306123,9.399629945478988
2.4489795918367347,15.860087426114012
2.857142857142857,14.44516133031587
3.2653061224489797,11.754842148317593
3.673469387755102,15.811353600145651
4.081632653061225,13.813828554215675
4.4897959183673475,14.827300535207598
4.8979591836734695,17.97078477388178
5.3061224489795915,12.525465388475586
5.714285714285714,14.110960788175186
6.122448979591837,18.619259861256676
6.530612244897959,18.288037251241626
6.938775510204081,23.289680773296023
7.346938775510204,20.64327471221188
7.755102040816327,20.150843998034944
8.16326530612245,29.805109572070783
8.571428571428571,25.75124252711182
8.979591836734695,27.65156420590051
9.387755102040817,24.19514319646167
9.795918367346939,27.8566477447918
10.204081632653061,30.84297185076225
10.612244897959183,28.07763151263105
11.020408163265307,33.67811446320028
11.428571428571429,31.769512501672153
11.83673469387755,33.716755485314046
12.244897959183675,33.807125061270995
12.653061224489797,42.1894876147513
13.061224489795919,37.61256955027599
13.46938775510204,35.5003366008874
13.877551020408163,42.16151228732998
14.285714285714286,37.051754764372646
14.693877551020408,42.36128466256529
15.10204081632653,36.876091669177
15.510204081632654,39.79095205738634
15.918367346938776,45.386502074954315
16.3265306122449,48.031726270598476
16.73469387755102,47.35083953744746
17.142857142857142,47.51019800997813
17.551020408163264,47.9742399336403
17.95918367346939,45.4623932125712
18.367346938775512,48.75883472175465
18.775510204081634,50.55685919732472
19.183673469387756,56.130550352126136
19.591836734693878,55.01044670544008
20.0,49.7108795339118
